,type,season,section,raw
285,S,2020,pu_test_bench_restrictions,"1) Engine dyno test limitations
a) Definitions:
i) Engine Test Bench: An Engine test bench is either a power unit test bench and/or a power train test bench.
ii) Power Unit Test Bench: Test bench facility cell where a fired engine with more than 1 cylinder representative of a Formula One engine may be tested (whatever ancillaries fitted or not MGU-K, Energy Store, etc.).
iii) Power Train Test Bench: Test bench facility cell where a fired engine and transmission can be tested together (whatever ancillaries fitted or not MGU-K, Energy Store, etc.). This includes full car dynos.
iv) Test Bench Occupancy Hours: Time interval between first work in the bench and last work in the bench in any 24 hours calendar day. Work can be organized in shifts but only two shifts of occupancy may be carried out in any one calendar day. The first shift of occupancy will be deemed to commence the first time the engine speed is above1000rpm on a given calendar day, or at the start of the calendar day if the engine speed is already above 1000rpm, and will end at a time, declared by the competitor, when the engine speed falls below 1000rpm on the same calendar day. A second shift of occupancy will be deemed to commence the first time the engine speed is above 1000rpm following the end of the first shift of occupancy (on the same calendar day) and will end, either when the engine speed falls below 1000rpm for the last time on the same calendar day or, at the end of the calendar day in the event a run is still in progress.
v) Test Bench Operation Hours: Time with engine speed > 7500 RPM.
vi) Power Unit Testing: Restricted Power Unit Testing is any testing by a PU manufacturer, or any Related Party of that PU manufacturer, or any agent or sub- contractor of the PU manufacturer or any of its Related Parties, in a test environment of a complete or incomplete F1 PU, but always including the engine, in order to measure the torque produced by this assembly or any parameters related to the function of this assembly.
vii) Annual shutdown: Period when no occupancy hours nor operations hours may be incremented.
viii) Commissioning: Dyno activity whose only purpose is to test the bench. A test can be considered as commissioning if the following criteria are met:
- Must be declared to FIA with a minimum of 4 weeks’ notice
- Must be approved by FIA
- A 2 years or more old engine is used
b) Facility Limitations:
i) Allowed Power Unit Test Benches are:
• Power Unit stationary in space, installed with horizontal crankshaft.
• No more than one power take-off.
• No chassis force actuators.
• Test cell pressure +/-10mBar of ambient. Methods to mimic reduced ambient pressure at the engine air inlet and exhaust exits are permitted.
ii) Allowed Power Train Test Benches are:
• Power Unit stationary in space, installed with horizontal crankshaft.
• No chassis force actuators.
• Test cell pressure +/-10mBar of ambient. Methods to mimic reduced ambient pressure at the engine air inlet and exhaust exits are permitted.
c) Implementation:
i) Yearly limit divided into 10 weeks periods.
ii) The time limit for a 10 weeks period may be exceeded twice by up to 20% without being in breach if the time recorded for the complete year remains within the yearly limit.
iii) One single limit for all bench types (One number of test benches limit, One Occupancy hour limit, one Operation hour limit).
iv) Time monitoring based on declaration based on approved software measurement (Certified software application time counter, developed by the engine test bed automation supplier.)
v) Number of Engine test benches:
• Before the 1st December of the preceding year: Declaration from the PU supplier of the number of Power Unit Test Bench and number of Power Train Test Bench to be used in a calendar year (and their identities (=Name, description, location)). This includes any bench whatever their location, ownership or duration of use during the calendar year.
• 2 weeks before each 10 weeks period:
▪ Designation by the PU supplier of the benches that will be used for the
period
▪ No limitation of the number of changes per calendar year but all benches must be among the ones declared at the start of the year.
• In order to check on the hardware employed by the PU manufacturers and as a mean of assuring common application of the restrictions set out, the FIA will arrange for independent benchmarking inspections of dynos activities to be carried out from time to time.
vi) Test bench occupancy:
• Sum of each individual bench occupancy hours:
Total Occupancy hours: OCH
d) Limitations: i) Base: 
2020 limitation: To be considered for the last 3 periods of 10 weeks each maximum.
This base dyno testing limitations includes the provision for any testing for a team for a calendar year (Including but not limited to gearbox, car systems, fuel and engine oil testing).
Should a PU supplier provide PU’s to other teams who design their own gearbox, or exhaust, or have their own fuel or oil supplier, 30 additional operation hours will be allocated per calendar year and per additional customer team specifically and
exclusively for approving these items subject to agreement with the PU supplier and the FIA technical department.
Should an additional customer team requests to its PU supplier and the FIA to be able to run with a fuel and/or an engine oil different to the one(s) that is(are) already homologated for use with their engine; and should the PU supplier considers that this fuel and/or engine oil is(are) ready to be used in race events, the PU supplier may request approval of this(ese) fuel and/or engine oil. Once this(ese) fuel and/or engine oil are approved, an extra allocation of 30 operation hours may be given by FIA specifically and exclusively for endurance validation of this(ese) fuel and/or engine oil. This extra allocation can only happen a maximum of 2 times per championship season in 2020, 2021 and 2022 and 1 time per championship season from 2023 onwards.
In all cases, these additional hours must be jointly declared to FIA by the PU supplier and the customer team.
Additional occupancy hours to support the additional operation hours above will be granted at a ratio of 8:1
e) Exceptions:
i) Commissioning activities are not counted either for occupancy or operation.
"
286,S,2020,pu_test_bench_restrictions,"2) ERS dyno limitations
a) Definitions:
i) ERS Test Bench: An ERS test bench is either an ES test bench, a Power Electronics test bench and/or an MGU test bench.
ii) ES Test Bench: Test bench facility cell where a complete ES representative of a Formula One ES may be tested. This excludes test bench falling into the Engine test bench definition.
iii) MGU Test Bench: Test bench facility cell where an MGU (MGU-H or MGU-K) representative of a Formula One part can be tested. This excludes test bench falling into the Engine test bench definition.
iv) Power Electronics Test Bench: Test bench facility cell where an ERS Control Unit, representative of a Formula One part can be tested. This excludes test bench falling into the Engine test bench definition.
v) Test Bench Occupancy Hours: Time interval between first work in the bench and last work in the bench in any 24 hours calendar day. Work can be organized in shifts but only two shifts of occupancy may be carried out in any one calendar day. The first shift of occupancy will be deemed to commence the first time the current in or out of the tested system is above 1 Amp or when MGU speed is above 100 rpm on a given calendar day, or at the start of the calendar day if these criteria are already met, and will end at a time, declared by the competitor, when these criteria are no more met on the same calendar day. A second shift of occupancy will be deemed to commence the first time the current in or out of the tested system is above 1 Amp or when MGU speed is above 100 rpm following the end of the first shift of occupancy (on the same calendar day) and will end, either when these criteria are no more met for the last time on the same calendar day or, at the end of the calendar day in the event a run is still in progress
vi) Test Bench Operation Hours: Time with current in or out of the tested system above 10 Amps or time with MGU speed above 1000 rpm.
vii) ERS Testing: Restricted ERS Testing is any testing by a PU manufacturer, or any Related Party of that PU manufacturer, or any agent or sub-contractor of the PU manufacturer or any of its Related Parties, in a test environment of a complete or incomplete F1 ERS system, but always including at least 3 out of 5 of the main ERS components (ES, CU-H, CU-K, MGU-K, MGU-H) in order to measure any parameters related to the function of this assembly. Testing falling into the scope of the Engine dyno limitation are outside this restriction. Any sign off test or end of line test are included.
viii) Annual shutdown: Period when no occupancy hours nor operations hours may be incremented.
ix) Commissioning: Dyno activity whose only purpose is to test the bench. A test can be considered as commissioning if the following criteria are met:
• Must be declared to FIA with a minimum of 4 weeks notice
• Must be approved by FIA
• A 2 years or more old assembly is used
b) Facility Limitations:
i) Allowed ES Test Benches are:
• Any bench where an ES can be installed and run.
• This includes the benches where other PU elements can be tested as, for
example, the engine.
• ES stationary in space.
ii) Allowed MGU Test Benches are:
• Any bench where an MGU can be installed and run.
• This includes the benches where other PU elements can be tested as, for example, the engine.
• MGU stationary in space, installed with horizontal shaft.
• MGU-K and MGU-H can be tested simultaneously but no more than one MGU
of the same type (i.e.: MGU-K or MGU-H) can be tested at the same time.
• It is permissible to use MGU-K and MGU-H hardware that is at least two years old within the test bench solely as a dynamometers, and these may be controlled using CU’s that are also at least two years old. These devices must be declared to the FIA
• No chassis force actuators.
iii) Allowed Power Electronics Test Benches are:
 • •
•
Any bench where an ERS Control Unit it can be installed and run.
This includes the benches where other PU elements can be tested as, for example, the engine.
CU stationary in space
c) Implementation:
i) Yearly limit divided into 10 weeks periods.
ii) The time limit for a 10 weeks period may be exceeded twice by up to 20% without being in breach if the time recorded for the complete year remains within the yearly limit.
iii) One single limit for all bench types (One number of test benches limit, one Occupancy hour limit, one Operation hour limit).
iv) Time monitoring based on declaration based on approved software measurement (Certified software application time counter, developed by the ERS test bed automation supplier.)
v) Number of ERS Test Bench:
• Before the 1st December of the preceding year: Declaration from the PU supplier of the number of ERS test benches to be used in a calendar year (=Name, description, location)). This includes any bench whatever their location, ownership or duration of use during the calendar year.
• 2 weeks before each 10 weeks period:
▪ Designation by the PU supplier of the benches that will be used for the
period
▪ No limitation of the number of changes per calendar year but all benches must be among the ones declared at the start of the year.
• In order to check on the hardware employed by the PU manufacturers and as a mean of assuring common application of the restrictions set out, the FIA will arrange for independent benchmarking inspections of dynos activities to be carried out from time to time.
vi) Test bench occupancy:
• Sum of each individual bench occupancy hours:
Total Occupancy hours: OCH
𝑛=𝑁
OCH = ∑ 𝑁𝑂𝐶𝐻𝑛 𝑛=1
With:
▪ N = Number of test benches
▪ NOCHn= Number of occupancy hours during the period for bench number n
• Declaration 14 days after each 10 weeks period from PU manufacturers signed by top management.
• PU manufacturers must keep records of bench tests until 1 month after the end of the calendar year
vii) Test Bench Operation Hours:
• Sum of each individual bench operation hours.
Total Operation hours: OPH
𝑛=𝑁
OPH = ∑ 𝑁𝑂𝑃𝐻𝑛 𝑛=1
With:
▪ N = Number of test benches
▪ NOPHn= Number of operation hours during the period for bench number n
Declaration 14 days after each 10 weeks period from PU manufacturers signed by top management
PU manufacturers must keep records of bench tests until 1 month after the end of the calendar year
d) Limitations:
Year
Max test benches Max Occupancy hours Max Operation hours
2020 2021
4 4 1080* 1600 270* 400
2022 2023 2024 2025
4 4 4 4 1600 1600 1600 1600 400 400 400 400
* 2020 limitation: To be considered for the last 3 periods of 10 weeks each maximum. e) Exceptions:
• Commissioning activities are not counted either for occupancy or operation."
0,S,2021,Formula One World Championship,"1.1.1 The FIA will organise the FIA Formula One World Championship (the Championship) which is the property of the FIA and comprises two titles of World Champion, one for drivers and one for constructors. It consists of the Formula One Grand Prix races which are included in the Formula One calendar and in respect of which the ASNs and organisers have signed organisation agreements with the FIA. All the participating parties (FIA, ASNs, organisers, competitors and circuits) undertake to apply as well as observe the rules governing the Championship and must hold FIA Super Licences which are issued to drivers, competitors, officials, organisers and circuits.
"
1,S,2021,Formula One World Championship," 1.1.2 The Championship and each of its Competitions is governed by the FIA in accordance with the Regulations.
"
2,S,2021,Formula One World Championship," 1.1.3 In the sense of the Regulations, terms referring to natural persons are applicable to any gender.
"
3,S,2021,Regulatory Framework,"1.2.1 The regulations applicable to the Championship are the International Sporting Code (the “Code”), the Formula One Technical Regulations (the “Technical Regulations”), the Formula One Sporting Regulations (the “Sporting Regulations”), the Formula One Financial Regulations (the “Financial Regulations”) and any other regulations applicable to the Championship as issued by the FIA from time to time, together referred to as the “Regulations”.
"
4,S,2021,Regulatory Framework," 1.2.2 The Sporting Regulations are issued by the FIA and apply to the Championship taking place in the calendar year referred to in the title. Any changes made by the FIA for safety reasons may come into effect without notice or delay.
"
5,S,2021,Regulatory Framework," 1.2.3 The definitive text of the Sporting Regulations shall be the English version which will be used should any dispute arise as to their interpretation. Headings in this document are for ease of reference only and do not affect the meaning of the Sporting Regulations.
"
6,S,2021,General Undertakings,"1.3.1 All drivers, competitors and officials participating in the Championship undertake, on behalf of themselves, their employees, agents and suppliers, to observe all the provisions (including supplemented or amended) of the Regulations.
"
7,S,2021,General Undertakings," 1.3.2 It is the competitor's responsibility to ensure that all persons concerned by his entry observe all the requirements of the Regulations. If a competitor is unable to be present in person at the Competition he must nominate his representative in writing. The person having charge of an entered car during any part of a Competition is responsible jointly and severally with the competitor for ensuring that the requirements are observed.
"
8,S,2021,General Undertakings," 1.3.3 Competitors must ensure that their cars comply with the conditions of eligibility and safety throughout practice and the race.
"
9,S,2021,General Undertakings, 1.3.4 The presentation of a car for initial scrutineering (see Article 5.1 below) will be deemed an implicit statement of conformity.
10,S,2021,Definitions,"2.1 Constructor 
A constructor is the person (including any corporate or unincorporated body) which holds the intellectual property of the Listed Team Components (LTC) set out in Article 17 of the Technical Regulations. The make of an engine or chassis is the name attributed to it by its constructor.
The obligation to design and use Listed Components shall not prevent a constructor from outsourcing the design and/or manufacture of any Listed Components to a third party in accordance with the provisions of Article 17 of the Technical Regulations.
If the make of the chassis is not the same as that of the engine, the title will be awarded to the former which shall always precede the latter in the name of the car.
"
11,S,2021,Definitions," 2.2 Championship Competition
Any Competition entered into the FIA F1 Championship Calendar for any year commencing five hours before P1 is scheduled to take place and including all practice and the race itself and ending at the later of the time for the lodging of a protest under the terms of the International Sporting Code or the time when a technical or sporting verification has been carried out under the terms of the International Sporting Code, whichever is the later.
"
12,S,2021,Definitions," 2.3 Automobile Make
In the case of Formula racing cars, an automobile make is a complete car. When the car manufacturer fits an engine which it does not manufacture, the car name shall be the combination of the car manufacturer’s name and the engine manufacture’s name, with the former always preceding the latter. Should such a car win a Championship Title, Cup or Trophy, this will be awarded to the manufacturer of the car."
13,S,2021,Championship Competitions,"
3.1.1 Competitions are reserved for Formula One cars as defined in the Technical Regulations.
"
14,S,2021,Championship Competitions," 3.1.2 Each Competition will have the status of an international restricted competition.
"
15,S,2021,Championship Competitions," 3.1.3 The distance of all races, from the start signal referred to in Article 4.8.9 to the end-of-race signal referred to in Article 4.16.1, shall be equal to the least number of complete laps which exceed a distance of 305km. However, should two hours’ elapse before the scheduled race distance is completed, the leader will be shown the end-of-race signal when he crosses the control line (the Line) at the end of the lap following the lap during which the two hour period ended, provided this does not result in the scheduled number of laps being exceeded. Only under the circumstances below will any exception be made to the above:
a. The distance of the race in Monaco shall be equal to the least number of complete laps which exceed a distance of 260km.
b. Should the race be suspended (see Article 4.14) the length of the suspension will be added to this period up to a maximum total race time of four hours.
c. If the formation lap is started behind the safety car (see Article 4.8.14(c)) the number of race laps will be reduced by the number of laps carried out by the safety car minus one.
"
16,S,2021,Championship Competitions," 3.1.4 The maximum number of Competitions in the Championship is 25, the minimum is 10.
"
17,S,2021,Championship Competitions," 3.1.5 The final list of Competitions is published by the FIA before 1 January each year.
"
18,S,2021,Championship Competitions," 3.1.6 A Competition which is cancelled with less than three months’ written notice to the FIA will not be considered for inclusion in the following year's Championship unless the FIA judges the cancellation to have been due to force majeure.
"
19,S,2021,Championship Competitions," 3.1.7 A Competition may be cancelled if fewer than 12 cars are available for it.
"
20,S,2021,World Championship,"the highest number of points, taking into consideration all the results obtained during the Competitions which have actually taken place.
"
21,S,2021,World Championship," 3.2.2 The title of Formula One World Champion Constructor will be awarded to the competitor which has scored the highest number of points, results from both cars (see Article 3.4.7) being taken into account.
"
22,S,2021,World Championship," 3.2.3 Points for both titles will be awarded at each Competition according to the following scale:
1st : 25 pts 2nd : 18pts 3rd : 15pts 4th : 12 pts 5th : 1o pts 6th : 8 pts 7th : 6 pts 8th : 4 pts 9th : 2pts 10th: 1 pt
In addition to the above, one point will be awarded to the driver who achieved the fastest valid lap time of the race and to the constructor whose car he was driving, subject to the following conditions:
a. Only the lap achieved without incurring a penalty will be taken into account for each driver.
b. He was in the top ten positions of the final race classification (see Article 4.17.1).
For the avoidance of doubt, no point will be awarded if the fastest lap time, determined in compliance with the above, is achieved by a driver who was classified outside the top ten positions.
"
23,S,2021,World Championship," 3.2.4 If a race is suspended under Article 4.14, and cannot be resumed, no points will be awarded if the leader has completed two laps or less, half points will be awarded if the leader has completed more than two laps but less than 75% of the original race distance and full points will be awarded if the leader has completed 75% or more of the original race distance.
If the formation lap is started behind the safety car (see Article 4.8.14(c)), the original race distance will be deemed to be the distance calculated in accordance with Article 3.1.3(c). However, the maximum race time of four hours (see Article 3.1.3(b) will commence at the scheduled race start time.
"
24,S,2021,World Championship," 3.2.5 Prizes and points awarded for all the positions of competitors who tie, will be added together and shared equally.
"
25,S,2021,World Championship," 3.2.6 If two or more constructors or drivers finish the season with the same number of points, the higher place in the Championship (in either case) shall be awarded to:
a. The holder of the greatest number of first places.
b. If the number of first places is the same, the holder of the greatest number of second places.
c. If the number of second places is the same, the holder of the greatest number of third places and so on until a winner emerges.
d. If this procedure fails to produce a result, the FIA will nominate the winner according to such criteria as it thinks fit.
"
26,S,2021,World Championship," 3.2.7 The drivers finishing first, second and third in the Championship must be present at the annual FIA Prize Giving ceremony.
"
27,S,2021,Licenses,"3.3.1 All drivers, competitors and officials participating in the Championship must hold a FIA Super Licence. Applications for Super Licences must be made annually to the FIA through the applicant's ASN.
"
28,S,2021,Licenses," 3.3.2 With the exception of a reprimand or fine, when a penalty is applied under the International Sporting Code or Article 4.11.3 the stewards may impose penalty points on a driver’s Super Licence. If a driver accrues 12 penalty points his licence will be suspended for the following Competition, following which 12 points will be removed from the licence.
Penalty points will remain on a driver’s Super Licence for a period of 12 months after which they will be respectively removed on the 12 month anniversary of their imposition.
"
29,S,2021,Competitors’ Applications and Entry Fees,"3.4.1 Applications to compete in the Championship may be submitted to the FIA during the period 21 October to 1 November inclusive of the year prior to the year to which the application relates on an entry form as set out in Appendix 2 hereto accompanied by an undertaking to pay the entry fee, calculated in accordance with Article 3.4.2, and by a duly completed and signed staff registration form as set out in Appendix 5 hereto, to the FIA no later than 30 November of the year prior to the year to which the application relates. Applications at other times will only be considered if a place is available and on payment of a late entry fee to be fixed by the FIA. Entry forms will be made available by the FIA who will notify the applicant of the result of the application within thirty days of its receipt.
Successful applicants are automatically entered in all Competitions of the Championship and will be the only competitors at Competitions.
"
30,S,2021,Competitors’ Applications and Entry Fees," 3.4.2 The entry fees for the competitor are set as follows:
a. The winner of the World Championship for Constructors of the year prior to the year to which the application relates. will be required to pay a basic fee of US$546,133 plus US$6553 for each point gained in the World Championship for Constructors of the year prior to the year to which the application relates
b. Every other competitor will be required to pay a basic fee of US$546,133 plus US$5459 for each point that competitor gained in the World Championship for Constructors of the year prior to the year to which the application relates.
In both cases the basic fee is due at the time of the application and the remainder within 10 days after the final Competition of the year prior to the year to which this application relates.
The above figures will be adjusted annually by the US CPI Index and announced by the FIA General Assembly by the end of the year prior to the year to which this application relates. For information only, the figures shown in this Article refer to the values for the 2019 World Championship.
"
31,S,2021,Competitors’ Applications and Entry Fees," 3.4.3 Applications shall include:
a. Confirmation that the applicant has read and understood the Regulations and agrees, on its own behalf and on behalf of everyone associated with its participation in the Championship, to observe them.
b. The name of the team (which must include the name of the chassis).
c. The make of the competing car.
d. The make of the engine.
e. The names of the drivers. A driver may be nominated subsequent to the application upon payment of a fee fixed by the FIA.
f. An undertaking by the applicant to participate in every Competition with the number of cars and drivers entered.
"
32,S,2021,Competitors’ Applications and Entry Fees," 3.4.4 A competitor may change the make of engine at any time during the Championship. All points scored with an engine of different make to that which was first entered in the Championship may count (and will be aggregated) for the assessment of a commercial benefit, however such points will not count towards (nor be aggregated for) the FIA Formula One Constructors Championship. A major car manufacturer may not directly or indirectly supply engines for more than three teams of two cars each without the consent of the FIA. For the purposes of this Article 3.4.4, a major car manufacturer is a company whose shares are quoted on a recognised stock exchange or the subsidiary of such a company.
"
33,S,2021,Competitors’ Applications and Entry Fees," 3.4.5 With the exception of those whose cars have scored points in the Championship of the previous year, applicants must supply information about the size of their company, their financial position and their ability to meet their prescribed obligations.
"
34,S,2021,Competitors’ Applications and Entry Fees," 3.4.6 All applications will be studied by the FIA and accepted or rejected at its absolute discretion. The FIA will publish the list of cars and drivers accepted together with their race numbers on or before 30 November of the year prior to the year to which the applications relate, having first notified unsuccessful applicants as set out in Article 3.4.1. Out-of-time applications will be considered separately.
"
35,S,2021,Competitors’ Applications and Entry Fees," 3.4.7 No more than 26 cars will be admitted to the Championship, two being entered by each competitor.
"
36,S,2021,Competitors’ Applications and Entry Fees," 3.4.8 If in the opinion of the F1 Commission a competitor fails to operate his team in a manner compatible with the standards of the Championship or in any way brings the Championship into disrepute, the FIA may exclude such competitor from the Championship forthwith."
37,S,2021,Promotion and Organisation of a Competition,"
3.5.1 An application to promote a Competition must be made to the ASN of the country in which the Competition is to take place, which will apply to the FIA. It must be accompanied by written evidence that the promoter has made arrangements to secure the participation of competitors, which arrangements are conditional only upon the FIA entering the Competition on the Championship calendar.
"
38,S,2021,Promotion and Organisation of a Competition," 3.5.2 Any special national regulations must be submitted to the FIA with the original application for inclusion of a Competition on the international calendar. Only with the approval of the FIA can such special regulations come into force for a Competition.
3"
39,S,2021,Promotion and Organisation of a Competition," .5.3 An organiser is a body nominated by the ASN and appointed by the FIA. Upon deciding to grant an application to hold a Competition, the FIA will invite the relevant ASN to organise it or to nominate an organiser. If the ASN is not in a position to do so, the FIA may itself appoint an organiser. The organiser must be a club or body acceptable to the FIA and must enter into an organisation agreement with the FIA when it applies to organise the Competition."
40,S,2021,Insurance,"3.6.1 The promoter of a Competition must procure that all competitors, their personnel and drivers
are covered by third party insurance in accordance with the FIA requirements.
"
41,S,2021,Insurance," 3.6.2 Ninety days before the Competition, the promoter must send the FIA details of the risks covered by the insurance policy which must comply with the national laws in force as well as the FIA requirements. Sight of the policy must be available to the competitors on demand.
"
42,S,2021,Insurance," 3.6.3 Third party insurance arranged by the promoter shall be in addition and without prejudice to any personal insurance policy held by a competitor or any other participant in the Competition.
"
43,S,2021,Insurance," 3.6.4 Drivers taking part in the Competition are not third parties with respect to one another.
"
44,S,2021,FIA Delegates,"3.7.1 For each Competition the FIA will nominate the following delegates:
a. Safety delegate.
b. Medical delegate.
c. Technical delegate.
d. Media delegate.
And may nominate:
e. A representative of the President of the FIA.
f. A deputy race director
g. An observer.
h. A safety car driver.
i. A medical car driver.
"
45,S,2021,FIA Delegates," 3.7.2 The role of the FIA delegates is to help the officials of the Competition in their duties, to see within their fields of competence that all the regulations governing the Championship are respected, to make any comments they judge necessary and to draw up any necessary reports concerning the Competition.
"
46,S,2021,FIA Delegates," 3.7.3 The technical delegate nominated by the FIA is responsible for scrutineering. In this respect he may carry out, or have carried out by scrutineers, at his discretion, any checks to verify the compliance of the cars entered in the Competition, at any time until the end of the Competition, without prior request from the stewards or clerk of the course. The FIA technical delegate has full authority over the national scrutineers.
"
47,S,2021,Officials,"3.8.1 From among holders of an FIA Super Licence the following officials will be nominated by the FIA:
a. Three stewards one of whom will be appointed chairman.
b. A race director.
c. A permanent starter.
"
48,S,2021,Officials," 3.8.2 From among holders of an FIA Super Licence the following officials will be nominated by the ASN and their names sent to the FIA at the same time as the application to organise the Competition:
a. One steward from among the ASNs nationals.
b. The clerk of the course.
"
49,S,2021,Officials," 3.8.3 The clerk of the course shall work in permanent consultation with the race director. The race director shall have overriding authority in the following matters and the clerk of the course may give orders in respect of them only with his express agreement:
a. The control of practice and the race, adherence to the timetable and, if he deems it necessary, the making of any proposal to the stewards to modify the timetable in accordance with the International Sporting Code or Sporting Regulations.
b. The stopping of any car in accordance with the International Sporting Code or Sporting Regulations.
c. The stopping of practice or suspension of the race in accordance with the Sporting Regulations if he deems it unsafe to continue and ensuring that the correct restart procedure is carried out.
d. The starting procedure.
e. The use of the safety car.
"
50,S,2021,Officials," 3.8.4 The stewards, the race director, the clerk of the course and the technical delegate must be present at the start of the Competition.
"
51,S,2021,Officials," 3.8.5 The race director must be in radio contact with the clerk of the course and the chairman of the stewards at all times when cars are permitted to run on the track. Additionally, the clerk of the course must be in race control and in radio contact with all marshal's posts during these times.
"
52,S,2021,Officials," 3.8.6 The stewards may use any video or electronic means to assist them in reaching a decision. The stewards may overrule judges of fact.
"
53,S,2021,Instructions and Communications to Competitors,"
3.9.1 The stewards or race director may give instructions to competitors by means of special circulars in accordance with the International Sporting Code. These circulars will be distributed to all competitors via the FIA document and messaging system.
"
54,S,2021,Instructions and Communications to Competitors," 3.9.2 All classifications and results of practice and the race, as well as all decisions issued by the officials, will be published via the FIA document and messaging system.
"
55,S,2021,Instructions and Communications to Competitors," 3.9.3 Any decision or communication concerning a particular competitor should be given to him within twenty five minutes of such decision via the FIA document and messaging system.
"
56,S,2021,Protests and Appeals,"3.10.1 Protests shall be made in accordance with the International Sporting Code and accompanied by a
fee of €2000.
"
57,S,2021,Protests and Appeals," 3.10.2 Appeals may not be made against decision concerning the following:
a. Penalties imposed under Articles 4.11.3(a), (b), (c), (d), (e), (f) or (g), including those imposed during the last three laps or after the end of a race.
b. Any drop of grid positions imposed under Article 5.7 or 5.8.
c. Any penalty imposed under Article 4.4.4.
d. Any decision taken by the stewards in relation to Article 4.7.1.
e. Any penalty imposed under Articles 4.8.4 or 4.15.3.
f. Any decision taken by the stewards under Article 3.3.2.

"
58,S,2021,Sanctions,"3.11.1 The stewards may inflict the penalties specifically set out in the Sporting Regulations in addition
to or instead of any other penalties available to them under the International Sporting Code.
"
59,S,2021,Sanctions," 3.11.2 Any driver who receives three reprimands in the same Championship season will, upon the imposition of the third, be given a ten grid place penalty at that Competition. If the third reprimand is imposed following an Incident during a race the ten grid place penalty will be applied at the driver’s next Competition.
The ten grid place penalty will only be imposed if at least two of the reprimands were imposed for a driving infringement.

"
60,S,2021,Changes of Driver,"3.12.1 During a season each team will be permitted to use four drivers. Changes may be made at any time before the start of the qualifying practice session provided any change proposed less than 18 hours before the scheduled start of P1 receives the consent of the stewards.
Additional changes for reasons of force majeure will be considered separately.
Any new driver may score points in the Championship.
"
61,S,2021,Changes of Driver," 3.12.2 In addition to the above each team will be permitted to run additional drivers during P1 and P2 provided that:
a. The stewards are informed which cars and drivers each team intends to use in each session no less than 18 hours before the scheduled start of P1, changes after this time may only be made with the consent of the stewards.
b. No more than four drivers are used in any one session.
c. They carry the race number that has been allocated to them.
d. They use the engine and tyres which are allocated to the nominated driver.
e. They are in possession of a Super Licence or Friday Super Licence.
Only for P1, two of these occasions per Championship Season are mandatory, and in those cases the participating driver may not have participated in more than two F1 World Championship Races during their career.
"
62,S,2021,Changes of Driver," 3.12.3 If one of the team’s nominated drivers is unable to drive at some stage after the end of initial scrutineering (1.5 hours before the scheduled start of P1), and the stewards consent to a change of driver, the replacement driver must use the engine, gearbox and tyres which were allocated to the original driver (see Articles 5.7, 5.8 and 6.4).
"
63,S,2021,Passes,"3.13.1 All persons concerned in any way with an entered car or present in any other capacity
whatsoever in the paddock, pit lane, or track must wear an appropriate pass at all times.
"
64,S,2021,Passes," 3.13.2 No pass may be issued or used other than with the agreement of the FIA. A pass may be used only by the person and for the purpose for which it was issued.
"
65,S,2021,SESSIONS AND TRACK RUNNING DURING A COMPETITION: General Requirements,"
4.1.1 Official instructions will be given to drivers by means of the signals laid out in the International Sporting Code. Competitors must not use flags or lights similar to these.
"
66,S,2021,SESSIONS AND TRACK RUNNING DURING A COMPETITION: General Requirements," 4.1.2 Save where the Sporting Regulations require otherwise, pit lane and track discipline and safety measures will be the same for all practice sessions as for the race.
"
67,S,2021,SESSIONS AND TRACK RUNNING DURING A COMPETITION: General Requirements," 4.1.3 Other than by driving on the track, Competitors are not permitted to attempt to alter the grip of any part of the track surface.
"
68,S,2021,SESSIONS AND TRACK RUNNING DURING A COMPETITION: General Requirements," 4.1.4 If a car stops on the track it shall be the duty of the marshals to remove it as quickly as possible so that its presence does not constitute a danger or hinder other competitors. Under no circumstances may a driver stop his car on the track without justifiable reason.
If any mechanical assistance received during the race results in the car re-joining the stewards may disqualify him from the race (other than under Article 4.1.7(d).
"
69,S,2021,SESSIONS AND TRACK RUNNING DURING A COMPETITION: General Requirements," 4.1.5 A driver who abandons a car must leave it in neutral or with the clutch disengaged, with the ERS shut down and with the steering wheel in place.
"
70,S,2021,SESSIONS AND TRACK RUNNING DURING A COMPETITION: General Requirements," 4.1.6 Save as specifically authorised by the International Sporting Code or the Sporting Regulations, no one except the driver may touch a stopped car unless it is in the paddock, the team’s designated garage area, the pit lane or on the starting grid.
"
71,S,2021,SESSIONS AND TRACK RUNNING DURING A COMPETITION: General Requirements," 4.1.7 During the period commencing fifteen minutes prior to and ending five minutes after every practice session and the period between the commencement of the formation lap which immediately precedes the race and the time when the last car enters the parc fermé, no one is allowed on the track, the pit entry or the pit exit with the exception of:
a. Marshals or other authorised personnel in the execution of their duty.
b. Drivers when driving or on foot, having first received permission to do so from a marshal.
c. Team personnel when either pushing a car or clearing equipment from the grid after all cars able to do so have left the grid on the formation lap.
d. Team personnel when assisting marshals to remove a car from the grid after the start of the race.
"
72,S,2021,SESSIONS AND TRACK RUNNING DURING A COMPETITION: General Requirements," 4.1.8 During a race, the engine may only be started with the starter except in the pit lane or the team’s designated garage area where the use of an external starting device is allowed.
"
73,S,2021,SESSIONS AND TRACK RUNNING DURING A COMPETITION: General Requirements," 4.1.9 Drivers taking part in practice and the race must always wear the clothes, helmets and head and neck supports specified in the International Sporting Code.
"
