,type,season,section,raw,nouns,cleaned,corpus_str,lemmatized,sections_cl
425,S,2021,Safety Car,"4.12.8 With the exception of the cases listed under (a) to (h) below, no driver may overtake another car on the track, including the safety car, until he passes the Line (see Article 3.1.3) for the first time after the safety car has returned to the pits.
The exceptions are:
a. If a driver is signalled to do so from the safety car.
b. Under 4.8.14(c) or 4.12.12 below.
c. When entering the pits a driver may pass another car remaining on the track, including the safety car, after he has reached the first safety car line.
d. When leaving the pits a driver may overtake, or be overtaken by, another car on the track before he reaches the second safety car line.
e. When the safety car is returning to the pits it may be overtaken by cars on the track once it has reached the first safety car line.
f. Whilst in the pit entry, pit lane or pit exit a driver may overtake another car which is also in one of these three areas.
g. Any car stopping in its designated garage area whilst the safety car is using the pit lane (see 4.12.11 below) may be overtaken.
h. If any car slows with an obvious problem.
","['exception', 'cases', 'driver', 'car', 'track', 'car', 'line', 'time', 'car', 'pits', 'exceptions', 'a.', 'driver', 'car', 'b.', 'c.', 'pits', 'driver', 'car', 'track', 'car', 'line', 'd.', 'pits', 'driver', 'track', 'line', 'e.', 'car', 'pits', 'cars', 'track', 'line', 'whilst', 'entry', 'lane', 'exit', 'driver', 'car', 'areas', 'g.', 'car', 'area', 'car', 'lane', 'h.', 'car', 'problem']","['with', 'exception', 'cases', 'listed', 'h', 'driver', 'may', 'overtake', 'another', 'car', 'track', 'including', 'safety', 'car', 'passes', 'line', 'see', 'article', 'first', 'time', 'safety', 'car', 'returned', 'pits', 'the', 'exceptions', 'if', 'driver', 'signalled', 'safety', 'car', 'b', 'under', 'c', 'when', 'entering', 'pits', 'driver', 'may', 'pass', 'another', 'car', 'remaining', 'track', 'including', 'safety', 'car', 'reached', 'first', 'safety', 'car', 'line', 'when', 'leaving', 'pits', 'driver', 'may', 'overtake', 'overtaken', 'another', 'car', 'track', 'reaches', 'second', 'safety', 'car', 'line', 'when', 'safety', 'car', 'returning', 'pits', 'may', 'overtaken', 'cars', 'track', 'reached', 'first', 'safety', 'car', 'line', 'whilst', 'pit', 'entry', 'pit', 'lane', 'pit', 'exit', 'driver', 'may', 'overtake', 'another', 'car', 'also', 'one', 'three', 'areas', 'any', 'car', 'stopping', 'designated', 'garage', 'area', 'whilst', 'safety', 'car', 'using', 'pit', 'lane', 'see', 'may', 'overtaken', 'if', 'car', 'slows', 'obvious', 'problem']",with exception cases listed h driver may overtake another car track including safety car passes line see article first time safety car returned pits the exceptions if driver signalled safety car b under c when entering pits driver may pass another car remaining track including safety car reached first safety car line when leaving pits driver may overtake overtaken another car track reaches second safety car line when safety car returning pits may overtaken cars track reached first safety car line whilst pit entry pit lane pit exit driver may overtake another car also one three areas any car stopping designated garage area whilst safety car using pit lane see may overtaken if car slows obvious problem,"['exception', 'case', 'list', 'h', 'driver', 'may', 'overtake', 'another', 'car', 'track', 'include', 'safety', 'car', 'pass', 'line', 'see', 'article', 'first', 'time', 'safety', 'car', 'return', 'pit', 'exception', 'driver', 'signal', 'safety', 'car', 'b', 'c', 'enter', 'pit', 'driver', 'may', 'pas', 'another', 'car', 'remain', 'track', 'include', 'safety', 'car', 'reach', 'first', 'safety', 'car', 'line', 'leave', 'pit', 'driver', 'may', 'overtake', 'overtake', 'another', 'car', 'track', 'reach', 'second', 'safety', 'car', 'line', 'safety', 'car', 'return', 'pit', 'may', 'overtake', 'car', 'track', 'reach', 'first', 'safety', 'car', 'line', 'whilst', 'pit', 'entry', 'pit', 'lane', 'pit', 'exit', 'driver', 'may', 'overtake', 'another', 'car', 'also', 'one', 'three', 'area', 'car', 'stop', 'designate', 'garage', 'area', 'whilst', 'safety', 'car', 'use', 'pit', 'lane', 'see', 'may', 'overtake', 'car', 'slow', 'obvious', 'problem']","['safety', 'car']"
426,S,2021,Safety Car,"4.12.9 When ordered to do so by the clerk of the course the observer in the car will use a green light to signal to any cars between it and the race leader that they should pass. These cars will continue at reduced speed and without overtaking until they reach the line of cars behind the safety car.
","['clerk', 'course', 'observer', 'car', 'light', 'cars', 'leader', 'cars', 'speed', 'line', 'cars', 'car']","['when', 'ordered', 'clerk', 'course', 'observer', 'car', 'use', 'green', 'light', 'signal', 'cars', 'race', 'leader', 'pass', 'these', 'cars', 'continue', 'reduced', 'speed', 'without', 'overtaking', 'reach', 'line', 'cars', 'behind', 'safety', 'car']",when ordered clerk course observer car use green light signal cars race leader pass these cars continue reduced speed without overtaking reach line cars behind safety car,"['order', 'clerk', 'course', 'observer', 'car', 'use', 'green', 'light', 'signal', 'car', 'race', 'leader', 'pas', 'car', 'continue', 'reduce', 'speed', 'without', 'overtake', 'reach', 'line', 'car', 'behind', 'safety', 'car']","['safety', 'car']"
427,S,2021,Safety Car,"4.12.10 Except under 4.12.12 below, the safety car shall be used at least until the leader is behind it and all remaining cars are lined up behind him.
Once behind the safety car, the race leader must keep within ten car lengths of it (except under 4.12.13 below).
","['car', 'leader', 'cars', 'car', 'leader', 'lengths']","['except', 'safety', 'car', 'shall', 'used', 'least', 'leader', 'behind', 'remaining', 'cars', 'lined', 'behind', 'once', 'behind', 'safety', 'car', 'race', 'leader', 'must', 'keep', 'within', 'ten', 'car', 'lengths', 'except']",except safety car shall used least leader behind remaining cars lined behind once behind safety car race leader must keep within ten car lengths except,"['except', 'safety', 'car', 'shall', 'use', 'least', 'leader', 'behind', 'remain', 'car', 'line', 'behind', 'behind', 'safety', 'car', 'race', 'leader', 'must', 'keep', 'within', 'ten', 'car', 'length', 'except']","['safety', 'car']"
428,S,2021,Safety Car,"4.12.11 Under certain circumstances the clerk of the course may ask the cars and the safety car to use the pit lane. In these cases, a signal to use the pit lane will be displayed before the start of the pit entry and all teams will be informed via the official messaging system, all cars must then enter the pit lane, drive through it and re-join the track. Any car entering the pit lane under these circumstances may however stop at its designated garage area. A penalty under Article 4.11.3(c) will be imposed on any driver who fails to enter the pit lane when required to do so.
Other than when the cars and the safety car are required to use the pit lane, no car may enter the pits whilst the safety car is deployed unless it is for the purpose of changing tyres.
","['circumstances', 'clerk', 'course', 'cars', 'car', 'lane', 'cases', 'signal', 'lane', 'start', 'entry', 'teams', 'system', 'cars', 'lane', 'track', 'car', 'lane', 'circumstances', 'area', 'penalty', 'driver', 'lane', 'cars', 'car', 'lane', 'car', 'pits', 'car', 'purpose', 'tyres']","['under', 'certain', 'circumstances', 'clerk', 'course', 'may', 'ask', 'cars', 'safety', 'car', 'use', 'pit', 'lane', 'in', 'cases', 'signal', 'use', 'pit', 'lane', 'displayed', 'start', 'pit', 'entry', 'teams', 'informed', 'via', 'official', 'messaging', 'system', 'cars', 'must', 'enter', 'pit', 'lane', 'drive', 'track', 'any', 'car', 'entering', 'pit', 'lane', 'circumstances', 'may', 'however', 'stop', 'designated', 'garage', 'area', 'a', 'penalty', 'article', 'c', 'imposed', 'driver', 'fails', 'enter', 'pit', 'lane', 'required', 'other', 'cars', 'safety', 'car', 'required', 'use', 'pit', 'lane', 'car', 'may', 'enter', 'pits', 'whilst', 'safety', 'car', 'deployed', 'unless', 'purpose', 'changing', 'tyres']",under certain circumstances clerk course may ask cars safety car use pit lane in cases signal use pit lane displayed start pit entry teams informed via official messaging system cars must enter pit lane drive track any car entering pit lane circumstances may however stop designated garage area a penalty article c imposed driver fails enter pit lane required other cars safety car required use pit lane car may enter pits whilst safety car deployed unless purpose changing tyres,"['certain', 'circumstance', 'clerk', 'course', 'may', 'ask', 'car', 'safety', 'car', 'use', 'pit', 'lane', 'case', 'signal', 'use', 'pit', 'lane', 'display', 'start', 'pit', 'entry', 'team', 'inform', 'via', 'official', 'message', 'system', 'car', 'must', 'enter', 'pit', 'lane', 'drive', 'track', 'car', 'enter', 'pit', 'lane', 'circumstance', 'may', 'however', 'stop', 'designate', 'garage', 'area', 'penalty', 'article', 'c', 'impose', 'driver', 'fail', 'enter', 'pit', 'lane', 'require', 'car', 'safety', 'car', 'require', 'use', 'pit', 'lane', 'car', 'may', 'enter', 'pit', 'whilst', 'safety', 'car', 'deploy', 'unless', 'purpose', 'change', 'tyre']","['safety', 'car']"
429,S,2021,Safety Car,"4.12.12 If the clerk of the course considers it safe to do so, and the message ""LAPPED CARS MAY NOW OVERTAKE"" has been sent to all teams via the official messaging system, any cars that have been lapped by the leader will be required to pass the cars on the lead lap and the safety car.
This will only apply to cars that were lapped at the time they crossed the Line at the end of the lap during which they crossed the first Safety Car line for the second time after the safety car was deployed.
Having overtaken the cars on the lead lap and the safety car these cars should then proceed around the track at an appropriate speed, without overtaking, and make every effort to take up position at the back of the line of cars behind the safety car. Whilst they are overtaking, and in order to ensure this may be carried out safely, the cars on the lead lap must always stay on the racing line unless deviating from it is unavoidable. Unless the clerk of the course considers the presence of the safety car is still necessary, once the last lapped car has passed the leader the safety car will return to the pits at the end of the following lap.
If the clerk of the course considers track conditions are unsuitable for overtaking the message ""OVERTAKING WILL NOT BE PERMITTED"" will be sent to all teams via the official messaging system.
","['clerk', 'course', 'message', 'cars', 'overtake', 'teams', 'system', 'cars', 'leader', 'cars', 'lap', 'car', 'cars', 'time', 'line', 'end', 'lap', 'line', 'time', 'car', 'cars', 'lap', 'car', 'cars', 'track', 'speed', 'effort', 'position', 'line', 'cars', 'car', 'order', 'cars', 'lap', 'line', 'clerk', 'course', 'presence', 'car', 'car', 'leader', 'car', 'pits', 'end', 'lap', 'clerk', 'course', 'conditions', 'message', 'teams', 'system']","['if', 'clerk', 'course', 'considers', 'safe', 'message', 'lapped', 'cars', 'may', 'now', 'overtake', 'sent', 'teams', 'via', 'official', 'messaging', 'system', 'cars', 'lapped', 'leader', 'required', 'pass', 'cars', 'lead', 'lap', 'safety', 'car', 'this', 'apply', 'cars', 'lapped', 'time', 'crossed', 'line', 'end', 'lap', 'crossed', 'first', 'safety', 'car', 'line', 'second', 'time', 'safety', 'car', 'deployed', 'having', 'overtaken', 'cars', 'lead', 'lap', 'safety', 'car', 'cars', 'proceed', 'around', 'track', 'appropriate', 'speed', 'without', 'overtaking', 'make', 'every', 'effort', 'take', 'position', 'back', 'line', 'cars', 'behind', 'safety', 'car', 'whilst', 'overtaking', 'order', 'ensure', 'may', 'carried', 'safely', 'cars', 'lead', 'lap', 'must', 'always', 'stay', 'racing', 'line', 'unless', 'deviating', 'unavoidable', 'unless', 'clerk', 'course', 'considers', 'presence', 'safety', 'car', 'still', 'necessary', 'last', 'lapped', 'car', 'passed', 'leader', 'safety', 'car', 'return', 'pits', 'end', 'following', 'lap', 'if', 'clerk', 'course', 'considers', 'track', 'conditions', 'unsuitable', 'overtaking', 'message', 'overtaking', 'will', 'not', 'be', 'permitted', 'sent', 'teams', 'via', 'official', 'messaging', 'system']",if clerk course considers safe message lapped cars may now overtake sent teams via official messaging system cars lapped leader required pass cars lead lap safety car this apply cars lapped time crossed line end lap crossed first safety car line second time safety car deployed having overtaken cars lead lap safety car cars proceed around track appropriate speed without overtaking make every effort take position back line cars behind safety car whilst overtaking order ensure may carried safely cars lead lap must always stay racing line unless deviating unavoidable unless clerk course considers presence safety car still necessary last lapped car passed leader safety car return pits end following lap if clerk course considers track conditions unsuitable overtaking message overtaking will not be permitted sent teams via official messaging system,"['clerk', 'course', 'consider', 'safe', 'message', 'lap', 'car', 'may', 'overtake', 'send', 'team', 'via', 'official', 'message', 'system', 'car', 'lap', 'leader', 'require', 'pas', 'car', 'lead', 'lap', 'safety', 'car', 'apply', 'car', 'lap', 'time', 'cross', 'line', 'end', 'lap', 'cross', 'first', 'safety', 'car', 'line', 'second', 'time', 'safety', 'car', 'deploy', 'overtake', 'car', 'lead', 'lap', 'safety', 'car', 'car', 'proceed', 'around', 'track', 'appropriate', 'speed', 'without', 'overtake', 'make', 'every', 'effort', 'take', 'position', 'back', 'line', 'car', 'behind', 'safety', 'car', 'whilst', 'overtake', 'order', 'ensure', 'may', 'carry', 'safely', 'car', 'lead', 'lap', 'must', 'always', 'stay', 'race', 'line', 'unless', 'deviate', 'unavoidable', 'unless', 'clerk', 'course', 'consider', 'presence', 'safety', 'car', 'still', 'necessary', 'last', 'lap', 'car', 'pass', 'leader', 'safety', 'car', 'return', 'pit', 'end', 'follow', 'lap', 'clerk', 'course', 'consider', 'track', 'condition', 'unsuitable', 'overtake', 'message', 'overtake', 'permit', 'send', 'team', 'via', 'official', 'message', 'system']","['safety', 'car']"
430,S,2021,Safety Car,"4.12.13 When the clerk of the course decides it is safe to call in the safety car the message ""SAFETY CAR IN THIS LAP"" will be sent to all teams via the official messaging system and the car's orange lights will be extinguished. This will be the signal to the teams and drivers that it will be entering the pit lane at the end of that lap.
At this point the first car in line behind the safety car may dictate the pace and, if necessary, fall more than ten car lengths behind it.
In order to avoid the likelihood of accidents before the safety car returns to the pits, from the point at which the lights on the car are turned out drivers must proceed at a pace which involves no erratic acceleration or braking nor any other manoeuvre which is likely to endanger other drivers or impede the restart.
As the safety car is approaching the pit entry the SC boards will be withdrawn and, other than on the last lap of the race, as the leader approaches the Line the yellow flags will be withdrawn and a green flag will be displayed at the Line.
","['clerk', 'course', 'car', 'message', 'car', 'lap', 'teams', 'system', 'lights', 'signal', 'teams', 'drivers', 'lane', 'end', 'lap', 'point', 'car', 'line', 'car', 'pace', 'lengths', 'order', 'likelihood', 'accidents', 'car', 'pits', 'point', 'lights', 'car', 'drivers', 'pace', 'acceleration', 'braking', 'manoeuvre', 'drivers', 'restart', 'car', 'entry', 'boards', 'lap', 'race', 'leader', 'line', 'flags', 'flag', 'line']","['when', 'clerk', 'course', 'decides', 'safe', 'call', 'safety', 'car', 'message', 'safety', 'car', 'in', 'this', 'lap', 'sent', 'teams', 'via', 'official', 'messaging', 'system', 'car', 'orange', 'lights', 'extinguished', 'this', 'signal', 'teams', 'drivers', 'entering', 'pit', 'lane', 'end', 'lap', 'at', 'point', 'first', 'car', 'line', 'behind', 'safety', 'car', 'may', 'dictate', 'pace', 'necessary', 'fall', 'ten', 'car', 'lengths', 'behind', 'in', 'order', 'avoid', 'likelihood', 'accidents', 'safety', 'car', 'returns', 'pits', 'point', 'lights', 'car', 'turned', 'drivers', 'must', 'proceed', 'pace', 'involves', 'erratic', 'acceleration', 'braking', 'manoeuvre', 'likely', 'endanger', 'drivers', 'impede', 'restart', 'as', 'safety', 'car', 'approaching', 'pit', 'entry', 'sc', 'boards', 'withdrawn', 'last', 'lap', 'race', 'leader', 'approaches', 'line', 'yellow', 'flags', 'withdrawn', 'green', 'flag', 'displayed', 'line']",when clerk course decides safe call safety car message safety car in this lap sent teams via official messaging system car orange lights extinguished this signal teams drivers entering pit lane end lap at point first car line behind safety car may dictate pace necessary fall ten car lengths behind in order avoid likelihood accidents safety car returns pits point lights car turned drivers must proceed pace involves erratic acceleration braking manoeuvre likely endanger drivers impede restart as safety car approaching pit entry sc boards withdrawn last lap race leader approaches line yellow flags withdrawn green flag displayed line,"['clerk', 'course', 'decide', 'safe', 'call', 'safety', 'car', 'message', 'safety', 'car', 'lap', 'send', 'team', 'via', 'official', 'message', 'system', 'car', 'orange', 'light', 'extinguish', 'signal', 'team', 'driver', 'enter', 'pit', 'lane', 'end', 'lap', 'point', 'first', 'car', 'line', 'behind', 'safety', 'car', 'may', 'dictate', 'pace', 'necessary', 'fall', 'ten', 'car', 'length', 'behind', 'order', 'avoid', 'likelihood', 'accident', 'safety', 'car', 'return', 'pit', 'point', 'light', 'car', 'turn', 'driver', 'must', 'proceed', 'pace', 'involve', 'erratic', 'acceleration', 'brake', 'manoeuvre', 'likely', 'endanger', 'driver', 'impede', 'restart', 'safety', 'car', 'approach', 'pit', 'entry', 'sc', 'board', 'withdraw', 'last', 'lap', 'race', 'leader', 'approach', 'line', 'yellow', 'flag', 'withdraw', 'green', 'flag', 'display', 'line']","['safety', 'car']"
431,S,2021,Safety Car,"4.12.14 Each lap completed while the safety car is deployed will be counted as a race lap. However, if the procedure set out in Article 4.8.14(c) is followed Article 3.1.3(c) will apply.
","['lap', 'car', 'lap', 'procedure']","['each', 'lap', 'completed', 'safety', 'car', 'deployed', 'counted', 'race', 'lap', 'however', 'procedure', 'set', 'article', 'c', 'followed', 'article', 'c', 'apply']",each lap completed safety car deployed counted race lap however procedure set article c followed article c apply,"['lap', 'complete', 'safety', 'car', 'deploy', 'count', 'race', 'lap', 'however', 'procedure', 'set', 'article', 'c', 'follow', 'article', 'c', 'apply']","['safety', 'car']"
432,S,2021,Safety Car,"4.12.15 If the safety car is still deployed at the beginning of the last lap, or is deployed during the last lap, it will enter the pit lane at the end of the lap and the cars will take the end-of-race signal as normal without overtaking.
","['car', 'beginning', 'lap', 'lap', 'lane', 'end', 'lap', 'cars', 'race']","['if', 'safety', 'car', 'still', 'deployed', 'beginning', 'last', 'lap', 'deployed', 'last', 'lap', 'enter', 'pit', 'lane', 'end', 'lap', 'cars', 'take', 'signal', 'normal', 'without', 'overtaking']",if safety car still deployed beginning last lap deployed last lap enter pit lane end lap cars take signal normal without overtaking,"['safety', 'car', 'still', 'deploy', 'begin', 'last', 'lap', 'deploy', 'last', 'lap', 'enter', 'pit', 'lane', 'end', 'lap', 'car', 'take', 'signal', 'normal', 'without', 'overtake']","['safety', 'car']"
433,S,2021,Virtual Safety Car (VSC),"
4.13.1 The VSC procedure may be initiated to neutralise a practice session or a race upon the order of
the clerk of the course.
It will normally be used when double waved yellow flags are needed on any section of track and competitors or officials may be in danger, but the circumstances are not such as to warrant use of the safety car itself.
","['procedure', 'session', 'race', 'order', 'clerk', 'course', 'it', 'flags', 'track', 'competitors', 'officials', 'danger', 'circumstances', 'use', 'car']","['the', 'vsc', 'procedure', 'may', 'initiated', 'neutralise', 'practice', 'session', 'race', 'upon', 'order', 'clerk', 'course', 'it', 'normally', 'used', 'double', 'waved', 'yellow', 'flags', 'needed', 'section', 'track', 'competitors', 'officials', 'may', 'danger', 'circumstances', 'warrant', 'use', 'safety', 'car']",the vsc procedure may initiated neutralise practice session race upon order clerk course it normally used double waved yellow flags needed section track competitors officials may danger circumstances warrant use safety car,"['vsc', 'procedure', 'may', 'initiate', 'neutralise', 'practice', 'session', 'race', 'upon', 'order', 'clerk', 'course', 'normally', 'use', 'double', 'wave', 'yellow', 'flag', 'need', 'section', 'track', 'competitor', 'official', 'may', 'danger', 'circumstance', 'warrant', 'use', 'safety', 'car']","['virtual', 'safety', 'car']"
434,S,2021,Virtual Safety Car (VSC),"4.13.2 When the order is given to initiate the VSC procedure a message ""VSC DEPLOYED"" will be sent to all teams via the official messaging system and all FIA light panels will display “VSC”.
","['order', 'procedure', 'message', 'deployed', 'teams', 'system', 'panels', 'vsc']","['when', 'order', 'given', 'initiate', 'vsc', 'procedure', 'message', 'vsc', 'deployed', 'sent', 'teams', 'via', 'official', 'messaging', 'system', 'fia', 'light', 'panels', 'display', 'vsc']",when order given initiate vsc procedure message vsc deployed sent teams via official messaging system fia light panels display vsc,"['order', 'give', 'initiate', 'vsc', 'procedure', 'message', 'vsc', 'deploy', 'send', 'team', 'via', 'official', 'message', 'system', 'fia', 'light', 'panel', 'display', 'vsc']","['virtual', 'safety', 'car']"
435,S,2021,Virtual Safety Car (VSC),"4.13.3 No car may be driven unnecessarily slowly, erratically or in a manner which could be deemed potentially dangerous to other drivers or any other person at any time whilst the VSC procedure is in use. This will apply whether any such car is being driven on the track, the pit entry or the pit lane.
","['car', 'manner', 'drivers', 'person', 'time', 'procedure', 'use', 'car', 'track']","['no', 'car', 'may', 'driven', 'unnecessarily', 'slowly', 'erratically', 'manner', 'could', 'deemed', 'potentially', 'dangerous', 'drivers', 'person', 'time', 'whilst', 'vsc', 'procedure', 'use', 'this', 'apply', 'whether', 'car', 'driven', 'track', 'pit', 'entry', 'pit', 'lane']",no car may driven unnecessarily slowly erratically manner could deemed potentially dangerous drivers person time whilst vsc procedure use this apply whether car driven track pit entry pit lane,"['car', 'may', 'drive', 'unnecessarily', 'slowly', 'erratically', 'manner', 'could', 'deem', 'potentially', 'dangerous', 'driver', 'person', 'time', 'whilst', 'vsc', 'procedure', 'use', 'apply', 'whether', 'car', 'drive', 'track', 'pit', 'entry', 'pit', 'lane']","['virtual', 'safety', 'car']"
436,S,2021,Virtual Safety Car (VSC),"4.13.4 When initiated during a race, no car may enter the pits whilst the VSC procedure is in use unless it is for the purpose of changing tyres.
","['race', 'car', 'pits', 'procedure', 'use', 'purpose', 'tyres']","['when', 'initiated', 'race', 'car', 'may', 'enter', 'pits', 'whilst', 'vsc', 'procedure', 'use', 'unless', 'purpose', 'changing', 'tyres']",when initiated race car may enter pits whilst vsc procedure use unless purpose changing tyres,"['initiate', 'race', 'car', 'may', 'enter', 'pit', 'whilst', 'vsc', 'procedure', 'use', 'unless', 'purpose', 'change', 'tyre']","['virtual', 'safety', 'car']"
437,S,2021,Virtual Safety Car (VSC),"4.13.5 All competing cars must reduce speed and stay above the minimum time set by the FIA ECU at least once in each marshalling sector and at both the first and second safety car lines (a marshalling sector is defined as the section of track between each of the FIA light panels).
All cars must also be above this minimum time when the FIA light panels change to green (see 4.13.7 below).
When initiated during a race, the stewards may impose either of the penalties under Article 4.11.3(a), (b), (c) or (d) on any driver who fails to stay above the minimum time as required by the above.
","['cars', 'speed', 'time', 'ecu', 'sector', 'lines', 'sector', 'track', 'panels', 'cars', 'time', 'panels', 'green', 'race', 'stewards', 'penalties', 'b', 'c', 'driver', 'time']","['all', 'competing', 'cars', 'must', 'reduce', 'speed', 'stay', 'minimum', 'time', 'set', 'fia', 'ecu', 'least', 'marshalling', 'sector', 'first', 'second', 'safety', 'car', 'lines', 'marshalling', 'sector', 'defined', 'section', 'track', 'fia', 'light', 'panels', 'all', 'cars', 'must', 'also', 'minimum', 'time', 'fia', 'light', 'panels', 'change', 'green', 'see', 'when', 'initiated', 'race', 'stewards', 'may', 'impose', 'either', 'penalties', 'article', 'b', 'c', 'driver', 'fails', 'stay', 'minimum', 'time', 'required']",all competing cars must reduce speed stay minimum time set fia ecu least marshalling sector first second safety car lines marshalling sector defined section track fia light panels all cars must also minimum time fia light panels change green see when initiated race stewards may impose either penalties article b c driver fails stay minimum time required,"['compete', 'car', 'must', 'reduce', 'speed', 'stay', 'minimum', 'time', 'set', 'fia', 'ecu', 'least', 'marshal', 'sector', 'first', 'second', 'safety', 'car', 'line', 'marshal', 'sector', 'define', 'section', 'track', 'fia', 'light', 'panel', 'car', 'must', 'also', 'minimum', 'time', 'fia', 'light', 'panel', 'change', 'green', 'see', 'initiate', 'race', 'steward', 'may', 'impose', 'either', 'penalty', 'article', 'b', 'c', 'driver', 'fail', 'stay', 'minimum', 'time', 'require']","['virtual', 'safety', 'car']"
438,S,2021,Virtual Safety Car (VSC),"4.13.6 With the exception of the cases listed under a) to d) below, no driver may overtake another car on the track whilst the VSC procedure is in use.
The exceptions are:
a. When entering the pits a driver may pass another car remaining on the track after he has reached the first safety car line.
b. When leaving the pits a driver may overtake, or be overtaken by, another car on the track before he reaches the second safety car line.
c. Whilst in the pit entry, pit lane or pit exit a driver may overtake another car which is also in one of these three areas.
d. If any car slows with an obvious problem.
","['exception', 'cases', 'd', 'driver', 'car', 'track', 'procedure', 'use', 'exceptions', 'a.', 'pits', 'driver', 'car', 'track', 'line', 'b.', 'pits', 'driver', 'track', 'line', 'whilst', 'entry', 'lane', 'exit', 'driver', 'car', 'areas', 'd.', 'car', 'problem']","['with', 'exception', 'cases', 'listed', 'driver', 'may', 'overtake', 'another', 'car', 'track', 'whilst', 'vsc', 'procedure', 'use', 'the', 'exceptions', 'when', 'entering', 'pits', 'driver', 'may', 'pass', 'another', 'car', 'remaining', 'track', 'reached', 'first', 'safety', 'car', 'line', 'b', 'when', 'leaving', 'pits', 'driver', 'may', 'overtake', 'overtaken', 'another', 'car', 'track', 'reaches', 'second', 'safety', 'car', 'line', 'whilst', 'pit', 'entry', 'pit', 'lane', 'pit', 'exit', 'driver', 'may', 'overtake', 'another', 'car', 'also', 'one', 'three', 'areas', 'if', 'car', 'slows', 'obvious', 'problem']",with exception cases listed driver may overtake another car track whilst vsc procedure use the exceptions when entering pits driver may pass another car remaining track reached first safety car line b when leaving pits driver may overtake overtaken another car track reaches second safety car line whilst pit entry pit lane pit exit driver may overtake another car also one three areas if car slows obvious problem,"['exception', 'case', 'list', 'driver', 'may', 'overtake', 'another', 'car', 'track', 'whilst', 'vsc', 'procedure', 'use', 'exception', 'enter', 'pit', 'driver', 'may', 'pas', 'another', 'car', 'remain', 'track', 'reach', 'first', 'safety', 'car', 'line', 'b', 'leave', 'pit', 'driver', 'may', 'overtake', 'overtake', 'another', 'car', 'track', 'reach', 'second', 'safety', 'car', 'line', 'whilst', 'pit', 'entry', 'pit', 'lane', 'pit', 'exit', 'driver', 'may', 'overtake', 'another', 'car', 'also', 'one', 'three', 'area', 'car', 'slow', 'obvious', 'problem']","['virtual', 'safety', 'car']"
439,S,2021,Virtual Safety Car (VSC),"4.13.7 When the clerk of the course decides it is safe to end the VSC procedure the message ""VSC ENDING"" will be sent to all teams via the official messaging system and, at any time between 10 and 15 seconds later, “VSC” on the FIA light panels will change to green and drivers may continue the session or continue racing immediately. After 30 seconds the green lights will be extinguished.
","['clerk', 'course', 'procedure', 'message', 'ending', 'teams', 'system', 'time', 'vsc', 'panels', 'green', 'drivers', 'session', 'seconds', 'lights']","['when', 'clerk', 'course', 'decides', 'safe', 'end', 'vsc', 'procedure', 'message', 'vsc', 'ending', 'sent', 'teams', 'via', 'official', 'messaging', 'system', 'time', 'seconds', 'later', 'vsc', 'fia', 'light', 'panels', 'change', 'green', 'drivers', 'may', 'continue', 'session', 'continue', 'racing', 'immediately', 'after', 'seconds', 'green', 'lights', 'extinguished']",when clerk course decides safe end vsc procedure message vsc ending sent teams via official messaging system time seconds later vsc fia light panels change green drivers may continue session continue racing immediately after seconds green lights extinguished,"['clerk', 'course', 'decide', 'safe', 'end', 'vsc', 'procedure', 'message', 'vsc', 'end', 'send', 'team', 'via', 'official', 'message', 'system', 'time', 'second', 'late', 'vsc', 'fia', 'light', 'panel', 'change', 'green', 'driver', 'may', 'continue', 'session', 'continue', 'race', 'immediately', 'second', 'green', 'light', 'extinguish']","['virtual', 'safety', 'car']"
440,S,2021,Virtual Safety Car (VSC),"4.13.8 Each lap completed whist the VSC procedure is in use during a race will be counted as a race lap.
","['lap', 'procedure', 'use', 'race', 'lap']","['each', 'lap', 'completed', 'whist', 'vsc', 'procedure', 'use', 'race', 'counted', 'race', 'lap']",each lap completed whist vsc procedure use race counted race lap,"['lap', 'complete', 'whist', 'vsc', 'procedure', 'use', 'race', 'count', 'race', 'lap']","['virtual', 'safety', 'car']"
